Wall time,Step,Value
1621167180.5964813,2871,0.12345679104328156
1621167330.097829,6815,0.1214953288435936
1621167341.9696138,7120,0.13861386477947235
1621167539.6478329,12213,0.1428571492433548
1621167666.3531525,15561,0.09433962404727936
1621168061.081807,26062,0.125
1621168143.7462692,28178,0.09655172377824783
1621168516.4098022,38040,0.08974359184503555
1621168549.2744951,38913,0.13084112107753754
1621168688.348954,42548,0.04054053872823715
1621168791.0455503,45167,0.10752688348293304
1621169010.4491956,50812,0.02469135820865631
1621169021.3419988,51075,0.0
1621169084.4532456,52514,0.02500000037252903
1621169702.5892842,66770,0.009999999776482582
1621169923.920194,71763,0.0357142873108387
1621170031.647431,74206,0.013274336233735085
1621170400.0281038,82517,0.7572815418243408
1621170604.581109,87292,0.5705128312110901
1621170694.7658827,89313,0.6891891956329346
1621170729.2922122,90076,0.14084507524967194
1621170753.300398,90608,0.03195488825440407
1621171058.9719899,97602,0.7919254899024963
1621171155.8168864,99786,0.7465437650680542
1621171257.1789517,102092,0.31468531489372253
1621171319.9474537,103513,0.7558139562606812
1621171637.616769,110833,0.6131687164306641
1621171717.458014,112618,0.03614457696676254
1621172056.0397787,120335,0.07518796622753143
1621172088.811147,121057,0.2967741787433624
1621172187.4893322,123256,0.10054347664117813
1621172196.5954657,123463,0.4651162922382355
1621172297.4879255,125743,0.43589743971824646
1621172327.6219096,126420,0.6506849527359009
1621172488.498941,130027,0.2266666740179062
1621173157.6010504,145049,0.22077922523021698
1621173345.7716954,149284,0.27368420362472534
1621173353.4827151,149468,0.15760870277881622
1621173391.0146039,150300,0.12096773833036423
1621173545.4192152,153809,0.1257142871618271
1621173596.6544168,155022,0.21481481194496155
1621173902.6154678,161812,0.08695652335882187
1621173934.231661,162536,0.14074073731899261
1621174094.6077614,166280,0.20779220759868622
1621174164.4229205,167874,0.23404255509376526
1621174502.1002004,175580,0.0833333358168602
1621174600.3721569,177816,0.027397260069847107
1621175060.300288,188071,0.13513512909412384
1621175459.0400648,196970,0.06278026849031448
1621175475.7772362,197358,0.09937888383865356
1621175562.7869103,199323,0.18918919563293457
1621175586.5383785,199856,0.06493506580591202
1621175913.869735,207243,0.11405835300683975
1621175972.1391013,208620,0.0845070406794548
1621176079.4319234,210997,0.058252427726984024
1621176133.9604788,212205,0.22047244012355804
1621176196.1487112,213548,0.04878048598766327
1621176383.3310628,217767,0.11009174585342407
1621176477.846871,219884,0.07386363297700882
1621176575.6463108,222135,0.08148147910833359
1621176797.1641881,227125,0.09743589907884598
1621176994.263391,231678,0.0833333358168602
1621177075.163448,233477,0.09333333373069763
1621177166.0456517,235480,0.04395604506134987
1621177186.6355236,235919,0.056338027119636536
1621177294.8309386,238333,0.1354166716337204
1621177506.0005858,243040,0.11320754885673523
1621177852.282196,250769,0.042553190141916275
1621177967.1281145,253421,0.029629629105329514
1621178010.0977728,254394,0.1972789168357849
1621178098.7640154,256396,0.04724409431219101
1621178110.302397,256666,0.14024390280246735
1621178124.7672222,256981,0.12318840622901917
1621178391.7863364,262969,0.13725490868091583
1621178683.3506088,269439,0.03980099409818649
1621178769.1748803,271385,0.1304347813129425
1621178836.2868211,272859,0.022026430815458298
1621178914.5866933,274653,0.05309734493494034
1621178938.543665,275194,0.060301508754491806
1621178980.824365,276127,0.056179776787757874
1621179259.9751215,282032,0.012195121496915817
1621179367.683058,284452,0.00917431153357029
1621179442.1946323,286155,0.060975611209869385
1621179900.8121824,293400,0.05263157933950424
1621180124.1366036,298454,0.03546099364757538
1621180405.9660249,304772,0.24115756154060364
1621180469.6521068,306232,0.05714285746216774
1621180490.161207,306708,0.07228915393352509
1621180525.0567153,307478,0.14102564752101898
1621181094.2333524,320452,0.060975611209869385
1621181189.1289694,322615,0.03773584961891174
1621181251.7941177,324036,0.04729729890823364
1621181368.2515104,326657,0.029702970758080482
1621181390.8163178,327168,0.027397260069847107
1621181394.6444619,327253,0.0
1621181539.3633678,330494,0.019801979884505272
1621181574.9121253,331296,0.057034220546483994
1621181837.7007813,337153,0.019417475908994675
1621181902.9189725,338602,0.02500000037252903
1621182124.5804088,343587,0.03252032399177551
1621182309.6480656,347759,0.03539822995662689
1621182313.1777604,347833,0.0
1621182322.3542628,348028,0.008620689623057842
1621182575.6263676,353739,0.05263157933950424
1621182682.3902893,356115,0.0
1621182688.2962763,356262,0.014285714365541935
1621182715.6738014,356874,0.03896103799343109
1621182844.6135254,359780,0.019607843831181526
1621182860.1810145,360144,0.016483517363667488
1621182917.3178344,361467,0.01315789483487606
1621182928.533687,361718,0.022727273404598236
1621182965.3934534,362546,0.02088772878050804
1621183140.941476,366439,0.03086419776082039
1621183225.4522839,368345,0.025477707386016846
1621183290.157115,369811,0.028037382289767265
1621184095.2776253,388128,0.027027027681469917
1621184473.3683083,396762,0.0555555559694767
1621184575.6956496,399024,0.0731707289814949
1621184802.3851328,404190,0.0258620698004961
1621185479.9095237,419187,0.050847455859184265
1621186088.7673235,432927,0.011799409985542297
1621186425.330079,440553,0.059006210416555405
1621186701.9773684,446703,0.02500000037252903
1621186715.3506782,447005,0.08064515888690948
1621187281.7139852,459729,0.02380952425301075
1621187727.3509789,469875,0.012000000104308128
1621188047.1834512,477006,0.016393441706895828
1621188284.7498968,482255,0.019999999552965164
1621188384.8855643,484490,0.011428571306169033
1621188414.11189,485151,0.02397260256111622
1621188424.1541727,485363,0.02358490601181984
1621188901.4858177,495905,0.07294832915067673
1621189407.585887,507255,0.012820512987673283
1621189645.0361578,512595,0.01886792480945587
1621189851.9583552,517142,0.032608695328235626
1621189984.1061027,520167,0.0
1621190078.854089,522275,0.028301887214183807
1621190170.0863059,524302,0.054054055362939835
1621191051.8438382,544046,0.08633093535900116
1621191200.871388,547412,0.019607843831181526
1621191216.436974,547704,0.051643192768096924
1621191466.2829514,553283,0.019323671236634254
1621191569.6847804,555689,0.4492753744125366
1621191964.369366,564736,0.5614678859710693
1621192063.9401436,566970,0.07608695328235626
1621192342.2266772,573236,0.10256410390138626
1621192485.2693179,576374,0.39919355511665344
1621192517.4740367,577070,0.18571428954601288
1621192536.2941008,577488,0.16788321733474731
1621192861.9650419,584730,0.302752286195755
1621193456.3703516,597692,0.16151203215122223
1621193677.5070162,602835,0.2054794579744339
1621193927.327757,608733,0.016949152573943138
1621194430.1149256,616525,0.095238097012043
1621194446.000736,616890,0.2613636255264282
1621194870.5867825,627037,0.3125
1621194923.249248,628248,0.291262149810791
1621195009.651614,630252,0.13548387587070465
1621195468.3536608,640930,0.18952618539333344
1621195551.13136,642877,0.17431192100048065
1621195559.462188,643066,0.08163265138864517
1621195589.4721205,643760,0.09090909361839294
1621195781.12731,648303,0.26436781883239746
1621195809.6592941,648999,0.20441989600658417
1621195825.6178384,649388,0.14965985715389252
1621196077.5793452,655263,0.4020618498325348
