Wall time,Step,Value
1621167180.5968924,2871,0.08024691045284271
1621167330.0981739,6815,0.13084112107753754
1621167341.9708598,7120,0.0891089141368866
1621167539.6503553,12213,0.04285714402794838
1621167666.35353,15561,0.08805031329393387
1621168061.0825777,26062,0.0625
1621168143.7475884,28178,0.12758620083332062
1621168516.4101253,38040,0.08974359184503555
1621168549.281655,38913,0.1214953288435936
1621168688.3492947,42548,0.0810810774564743
1621168791.0465744,45167,0.12903225421905518
1621169010.4515564,50812,0.03703703731298447
1621169021.3423676,51075,0.019108280539512634
1621169084.4599612,52514,0.4625000059604645
1621169702.595201,66770,0.019999999552965164
1621169923.9205317,71763,0.1160714253783226
1621170031.648039,74206,0.013274336233735085
1621170400.0284555,82517,0.019417475908994675
1621170604.581519,87292,0.044871795922517776
1621170694.7663212,89313,0.018018018454313278
1621170729.2925463,90076,0.014084506779909134
1621170753.3008695,90608,0.024436090141534805
1621171058.9845366,97602,0.01552795059978962
1621171155.8172796,99786,0.02304147556424141
1621171257.1824698,102092,0.0559440553188324
1621171319.9477878,103513,0.04651162773370743
1621171637.6172569,110833,0.02880658395588398
1621171717.4584026,112618,0.0
1621172056.0401359,120335,0.015037594363093376
1621172088.8220313,121057,0.07741935551166534
1621172187.4920874,123256,0.032608695328235626
1621172196.5958056,123463,0.03488372266292572
1621172297.4883134,125743,0.05128205195069313
1621172327.6222763,126420,0.027397260069847107
1621172488.5015786,130027,0.1599999964237213
1621173157.6057782,145049,0.012987012974917889
1621173345.7720397,149284,0.021052632480859756
1621173353.4934428,149468,0.016304347664117813
1621173391.0154648,150300,0.14516128599643707
1621173545.422607,153809,0.2514285743236542
1621173596.6547844,155022,0.18518517911434174
1621173902.6158242,161812,0.08074533939361572
1621173934.2320635,162536,0.24444444477558136
1621174094.6087673,166280,0.10389610379934311
1621174164.4233882,167874,0.21276596188545227
1621174502.1075919,175580,0.2142857164144516
1621174600.372555,177816,0.06849315017461777
1621175060.3006117,188071,0.06756756454706192
1621175459.0495267,196970,0.08520179241895676
1621175475.7780614,197358,0.08074533939361572
1621175562.7873008,199323,0.12162162363529205
1621175586.5388436,199856,0.03896103799343109
1621175913.8703105,207243,0.1830238699913025
1621175972.1549375,208620,0.14084507524967194
1621176079.432316,210997,0.03883495181798935
1621176133.9825652,212205,0.12598425149917603
1621176196.160672,213548,0.024390242993831635
1621176383.3314574,217767,0.04128440469503403
1621176477.848703,219884,0.09659090638160706
1621176575.64667,222135,0.1111111119389534
1621176797.1816401,227125,0.020512821152806282
1621176994.278429,231678,0.0357142873108387
1621177075.1638246,233477,0.013333333656191826
1621177166.0460913,235480,0.05494505539536476
1621177186.650559,235919,0.04929577559232712
1621177294.8365357,238333,0.15625
1621177506.0014114,243040,0.028301887214183807
1621177852.2825809,250769,0.03191489353775978
1621177967.1286077,253421,0.02222222276031971
1621178010.1006222,254394,0.020408162847161293
1621178098.7644305,256396,0.10236220806837082
1621178110.3028848,256666,0.04268292710185051
1621178124.7757652,256981,0.028985507786273956
1621178391.7866764,262969,0.029411764815449715
1621178683.3517637,269439,0.1094527393579483
1621178769.1772902,271385,0.08695652335882187
1621178836.287335,272859,0.04845815151929855
1621178914.6095746,274653,0.06194690242409706
1621178938.5440447,275194,0.0
1621178980.8274772,276127,0.033707864582538605
1621179259.97555,282032,0.04878048598766327
1621179367.6835926,284452,0.00917431153357029
1621179442.1950643,286155,0.012195121496915817
1621179900.8139238,293400,0.09473684430122375
1621180124.1370409,298454,0.21276596188545227
1621180405.966436,304772,0.03215434029698372
1621180469.6564367,306232,0.03809523954987526
1621180490.161583,306708,0.048192769289016724
1621180525.057044,307478,0.012820512987673283
1621181094.2337122,320452,0.024390242993831635
1621181189.132636,322615,0.04716981202363968
1621181251.7968845,324036,0.03378378227353096
1621181368.251852,326657,0.019801979884505272
1621181390.8168023,327168,0.013698630034923553
1621181394.6447914,327253,0.03529411926865578
1621181539.3660257,330494,0.13861386477947235
1621181574.9125311,331296,0.045627377927303314
1621181837.7165027,337153,0.019417475908994675
1621181902.9193308,338602,0.11666666716337204
1621182124.5807652,343587,0.008130080997943878
1621182309.6491086,347759,0.08849557489156723
1621182313.1781442,347833,0.10810811072587967
1621182322.3576665,348028,0.07758620381355286
1621182575.6284213,353739,0.01315789483487606
1621182682.4120805,356115,0.054794520139694214
1621182688.2987847,356262,0.05714285746216774
1621182715.6865618,356874,0.09090909361839294
1621182844.6141093,359780,0.13725490868091583
