Wall time,Step,Value
1618470188.2546275,9973,0.0
1618470860.0084288,10051,0.0
1618470897.3038664,10056,50.0
1618470918.8767445,10059,0.0
1618471009.0444539,10073,50.0
1618471123.0931063,10085,0.0
1618471307.1060908,10108,0.0
1618471338.960792,10114,0.0
1618471456.2015138,10129,0.0
1618471498.4149642,10135,0.0
1618471581.7796142,10145,0.0
1618471789.8884573,10169,0.0
1618471921.7198722,10186,0.0
1618472162.4769099,10208,50.0
1618472540.8253357,10246,0.0
1618472607.7893534,10257,0.0
1618472765.9793017,10277,0.0
1618472832.1964157,10284,0.0
1618472854.8588414,10289,0.0
1618473465.7790532,10367,0.0
1618473669.0520742,10397,0.0
1618473687.207837,10400,0.0
1618473772.8266943,10415,0.0
1618473803.5171864,10421,0.0
1618473829.6243734,10426,0.0
1618474057.4052463,10455,0.0
1618474181.805096,10469,0.0
1618474274.9404376,10480,0.0
1618474344.787157,10490,0.0
1618474366.319417,10494,0.0
1618474384.521422,10495,0.0
1618474617.2327855,10523,0.0
1618474686.0602129,10532,0.0
1618474864.1478918,10555,0.0
1618474870.9231102,10556,0.0
1618474941.2179916,10568,50.0
1618475203.5051088,10599,0.0
1618475275.7697957,10608,50.0
1618475435.4617286,10625,0.0
1618475473.5948377,10630,0.0
1618475603.5449126,10639,0.0
1618475654.838595,10647,0.0
1618475721.108326,10655,0.0
1618475871.5810122,10672,0.0
1618476118.4146075,10702,100.0
1618476210.9345725,10712,0.0
1618476566.8672848,10749,50.0
1618476651.425374,10758,0.0
1618476659.353073,10759,0.0
1618476850.4732392,10781,150.0
1618476913.4796934,10788,0.0
1618477137.104648,10816,0.0
1618477215.738795,10826,0.0
1618477258.6151404,10831,0.0
1618477328.974678,10842,0.0
1618477406.5479305,10851,100.0
1618477526.8802385,10865,0.0
1618477827.7587914,10903,0.0
1618477854.6225665,10906,0.0
1618478145.9966738,10940,100.0
1618478188.4910378,10944,100.0
1618478444.3606892,10967,0.0
1618478507.3715696,10973,50.0
1618478527.514226,10975,50.0
1618478804.9272943,11009,50.0
1618478844.1277852,11015,50.0
1618478898.4712875,11021,0.0
1618478920.6634755,11023,50.0
1618479017.4771857,11034,100.0
1618479045.4394062,11039,0.0
1618479163.9155693,11053,50.0
1618479281.9392877,11062,50.0
1618479420.6381543,11078,0.0
1618479629.5806525,11103,0.0
1618479792.5251632,11122,0.0
1618479868.8279738,11131,0.0
1618480033.7753887,11149,0.0
1618480253.2833915,11176,100.0
1618480454.4358387,11199,50.0
1618480483.9983187,11201,50.0
1618480486.9678643,11202,0.0
1618480995.2115502,11261,50.0
1618481034.9719083,11264,200.0
1618481108.8516383,11273,50.0
1618481537.0183487,11311,50.0
1618481895.0416195,11342,50.0
1618482058.6062276,11362,0.0
1618482283.338409,11381,50.0
1618482620.1930254,11412,0.0
1618482698.117987,11420,0.0
1618482704.8562858,11422,0.0
1618483184.5929239,11456,0.0
1618483355.6122382,11473,0.0
1618483555.9773471,11493,0.0
1618483812.4179657,11521,50.0
1618483843.1733637,11524,0.0
1618483950.8461604,11531,100.0
1618483973.0617394,11533,0.0
1618484156.3191211,11550,100.0
1618484239.3901222,11558,0.0
1618484348.885842,11567,200.0
1618484498.2282233,11582,0.0
1618484682.4632525,11598,250.0
1618485037.2584066,11637,100.0
1618485148.398678,11649,150.0
1618485159.9759653,11651,0.0
1618485297.9169972,11661,0.0
1618485406.7420852,11672,50.0
1618485591.6629105,11686,50.0
1618485624.1888127,11688,100.0
1618485804.0205817,11705,0.0
1618486035.865337,11724,50.0
1618486491.9227724,11760,0.0
1618486845.0682273,11787,200.0
1618486927.980366,11793,50.0
1618487081.1566982,11802,100.0
1618487459.2258315,11832,0.0
1618487793.0481465,11855,0.0
1618487806.3218045,11856,0.0
1618487993.408333,11874,0.0
1618488367.7631772,11902,250.0
1618488436.9591625,11907,50.0
1618488813.0131726,11934,50.0
1618488983.8122056,11947,100.0
1618489005.921466,11949,50.0
1618489012.4442017,11950,50.0
1618489306.6426778,11970,100.0
1618489369.6774411,11975,150.0
1618489540.663299,11989,100.0
1618489686.9917443,11999,50.0
1618489867.6989212,12004,150.0
1618489933.546629,12011,0.0
1618490162.1629488,12030,0.0
1618490318.3242645,12042,200.0
1618490750.7001479,12077,100.0
1618491531.9186356,12139,0.0
1618491724.8362246,12154,0.0
1618491894.1514337,12165,100.0
1618491942.898529,12169,50.0
1618492179.3778296,12185,100.0
1618492646.1133614,12218,100.0
1618492731.3261926,12227,0.0
1618493323.2899706,12271,0.0
1618493627.8369544,12291,0.0
1618493678.622131,12294,0.0
1618493881.6427734,12310,200.0
1618494066.8894644,12326,100.0
1618494970.0825825,12397,100.0
1618495086.4603794,12406,50.0
1618495571.8112795,12437,200.0
1618495770.0834043,12456,0.0
1618495822.4990559,12459,450.0
1618496128.429943,12481,100.0
1618496996.905448,12546,100.0
1618497124.9870675,12554,50.0
1618497448.8758311,12575,450.0
1618497726.70724,12597,150.0
1618498031.1454234,12626,100.0
1618498556.5863092,12672,200.0
1618498903.7300303,12700,150.0
1618499778.75071,12759,100.0
1618500030.2211149,12775,0.0
1618500349.9787848,12806,250.0
1618500497.9713168,12814,0.0
1618500769.0106835,12835,50.0
1618501135.1415615,12860,150.0
1618501193.9553795,12865,50.0
1618501392.0856786,12878,150.0
1618501566.361314,12891,50.0
1618501624.1472423,12897,50.0
1618502210.9671934,12939,150.0
1618502214.559889,12940,0.0
1618502387.9640346,12960,150.0
1618503187.1412506,13018,200.0
1618503420.4634552,13035,0.0
1618503732.8370097,13062,100.0
1618503737.065932,13063,0.0
1618503831.0401769,13071,300.0
1618503985.7065113,13083,50.0
1618504191.1638327,13095,150.0
1618504423.2309525,13110,250.0
1618504453.845537,13114,0.0
1618504663.1460938,13131,0.0
1618504923.3351326,13149,100.0
1618505146.4456666,13167,0.0
1618505301.1052163,13182,0.0
1618505402.6558812,13192,100.0
1618505439.2771528,13195,0.0
1618505667.1756754,13207,400.0
1618505674.054242,13208,100.0
1618505739.7607517,13212,50.0
1618506106.5605106,13240,0.0
1618506466.7717211,13266,150.0
1618506925.2551398,13299,50.0
1618507096.1123319,13314,50.0
1618507639.0422106,13350,150.0
1618507713.2237465,13355,0.0
1618508242.5590236,13403,50.0
1618508339.7427018,13407,250.0
1618508662.7336907,13427,0.0
1618509501.7518528,13476,50.0
1618509845.0387154,13502,200.0
1618509920.1116567,13505,100.0
1618510445.2101903,13547,0.0
1618510616.5083044,13563,0.0
1618511010.452879,13598,0.0
1618511207.8422246,13613,50.0
1618511301.2254825,13621,200.0
1618511376.8927743,13627,100.0
1618512004.4664087,13677,0.0
1618512027.5840607,13680,50.0
1618512064.587382,13683,200.0
1618512261.7698703,13696,0.0
1618512656.3246336,13723,50.0
1618512995.9045806,13748,100.0
1618513075.6048596,13755,200.0
1618513345.205415,13777,100.0
1618513640.859066,13798,50.0
1618513864.1309931,13811,0.0
1618514307.6211834,13846,100.0
1618514686.9518836,13869,0.0
1618514732.520154,13872,200.0
1618514878.2188988,13885,100.0
1618514965.1970453,13889,400.0
1618515677.055686,13938,0.0
1618515682.5649889,13939,0.0
1618515947.6846905,13958,0.0
1618516030.819455,13961,200.0
1618516121.1141915,13970,50.0
1618516131.1871874,13971,0.0
1618516191.2210948,13977,0.0
1618516467.8564527,13997,150.0
1618516486.867207,13999,100.0
1618516877.4193513,14017,50.0
1618517497.0137668,14067,300.0
1618517656.6266031,14081,0.0
1618517712.2048013,14087,50.0
1618518227.6742918,14121,200.0
1618518739.99291,14162,50.0
1618519135.8333457,14190,0.0
1618519542.7868607,14222,150.0
1618519636.4090784,14228,350.0
1618519970.4051871,14251,50.0
1618520495.4027073,14288,50.0
1618520500.2090929,14289,50.0
1618520572.3484402,14295,150.0
1618520713.7427719,14304,0.0
1618520988.0823565,14321,0.0
1618521131.5767055,14333,0.0
1618521257.942685,14339,50.0
1618521531.1787176,14359,50.0
1618521597.3372607,14363,500.0
1618521951.6254132,14387,100.0
1618522078.971524,14398,50.0
1618522750.5238,14448,50.0
1618523089.8416731,14472,150.0
1618523504.1185832,14495,0.0
1618524022.5205367,14531,100.0
1618524299.6173232,14555,0.0
1618524333.8314967,14557,0.0
1618524342.746794,14558,100.0
1618525222.336162,14618,200.0
1618525480.7096012,14633,250.0
1618525606.2897663,14639,150.0
1618526030.117721,14669,50.0
1618526246.720746,14678,150.0
1618526336.466434,14682,0.0
1618526390.5215094,14688,0.0
1618526578.2452207,14704,150.0
1618527151.4067285,14747,100.0
1618527341.288318,14759,0.0
1618527608.8867679,14780,200.0
1618527629.4898348,14781,450.0
1618527696.8381681,14785,50.0
1618527783.6669238,14789,200.0
1618527826.0350187,14793,50.0
1618528047.5958738,14810,150.0
1618528123.5564933,14816,150.0
1618528199.1524692,14820,200.0
1618528217.9218125,14822,100.0
1618528527.9206405,14847,50.0
1618528906.4152658,14874,50.0
1618529149.3276684,14893,50.0
1618529572.5084274,14925,50.0
1618529579.7869287,14926,50.0
1618529594.1973555,14927,150.0
1618529937.800621,14951,250.0
1618530103.8272586,14965,100.0
1618530815.7323763,15016,0.0
1618530962.0835838,15028,100.0
1618531914.2098992,15091,0.0
1618532476.6935737,15133,50.0
1618532543.177123,15137,200.0
1618533268.8706067,15181,250.0
1618533287.6408465,15183,0.0
1618533608.6851032,15200,50.0
1618534179.887414,15237,50.0
1618534590.439596,15267,0.0
1618534730.2813818,15274,150.0
1618534827.6439824,15284,0.0
1618535107.1003644,15302,50.0
1618535497.4649801,15325,50.0
1618535776.9138856,15342,100.0
1618535849.1033864,15348,200.0
1618535937.642375,15355,0.0
1618536639.0794816,15402,0.0
1618536705.4273553,15407,50.0
1618536892.916958,15423,150.0
1618536961.9809504,15429,50.0
1618537151.1314118,15439,0.0
1618537446.7329965,15457,450.0
1618537528.9383068,15464,0.0
1618537673.9808905,15474,100.0
1618537715.9200954,15476,400.0
1618537948.6689274,15489,200.0
1618538155.5426254,15508,150.0
1618538451.1912942,15528,0.0
1618538636.5534093,15539,0.0
1618539356.734706,15586,100.0
1618539586.3604777,15598,400.0
1618539763.7929122,15609,50.0
1618540872.6389656,15673,100.0
1618541305.061738,15704,50.0
1618541924.5936866,15741,350.0
1618542249.834726,15765,0.0
1618542394.8493466,15774,150.0
1618542532.2241452,15780,50.0
1618542793.4835289,15795,150.0
1618543147.0060208,15812,100.0
1618543319.2605047,15826,50.0
1618543380.462096,15829,0.0
1618543769.8997376,15848,0.0
1618544078.368019,15867,0.0
1618545518.3458803,15947,50.0
1618545995.3800619,15980,50.0
1618546127.647894,15988,100.0
1618546229.3268185,15994,50.0
1618546776.2848792,16018,0.0
1618546783.5880055,16019,0.0
1618546915.7647755,16026,0.0
1618547415.79473,16057,550.0
1618547908.5736244,16084,250.0
1618548166.5850146,16096,50.0
1618548372.6467922,16113,100.0
1618548426.3256092,16117,200.0
1618549349.6328845,16176,100.0
1618549600.3029387,16189,150.0
1618549789.7729437,16199,250.0
1618549828.9498436,16203,100.0
1618549945.5374587,16209,50.0
1618550278.6371222,16228,50.0
1618550771.655412,16250,50.0
1618551026.837539,16263,200.0
1618551925.8289764,16322,0.0
1618552334.8992367,16344,150.0
1618552443.2063453,16348,500.0
1618552497.3841772,16350,350.0
1618552518.561755,16351,250.0
1618552643.0567358,16361,50.0
1618553015.483834,16381,200.0
1618553457.4098594,16407,400.0
1618554106.259669,16441,0.0
